file,title,year,certainty
104185260,Old Scottish tragical ballad of Sir James the Rose - L.C.2830(9),1870,
104185261,Account of the particular soliloquies and covenant engagements - L.C.2831(1),1753,
104185262,Lord's trumpet - L.C.2831(10),1779,
104185263,True relation of the surprising foreknowledge and wonderful predictions of the Rev. Mr. Allan Logan - L.C.2831(11),1790,
104185264,Lamb in the midst of the throne - L.C.2831(12),1789,
104185265,Saint's duty in evil times - L.C.2831(2),1753,
104185266,"Iniquity of balls and stage-plays, discovered - L.C.2831(3)",1753,
104185267,Explication on Thomas Rymer's prophecies - L.C.2831(4),1770,
104185268,Some remarkable passages of the life and death of Master Alexander Peden - L.C.2831(5),1760,
104185269,"Sermon preached on a preparation-day, before the sacrament of the Lord's-Supper, at Bruntisland, upon 2 Sam. vii. 20. Do as thou hast said - L.C.2831(6)",1770,
104185270,Historical catechism - L.C.2831(7),1772,
104185271,"Visions, discoveries and warnings of the dreadful and terrible judgments, upon Scotland, England and Ireland which were revealed to John Porter - L.C.2831(8)",1773,
104185272,Letter from a gentleman in Glasgow to his friend in the country - L.C.2831(9),1774,
104185273,Faith's plea upon God's covenant - L.C.2832(1),1772,
104185274,"Heavenly rest for a weary soul; or, the pilgrim at his journey's end - L.C.2832(12)",1786,
104185275,Mighty God - L.C.2832(16),1800,
104185276,"Christian's pocket-book, or, A bundle of familiar exhortations to the practice of piety - L.C.2832(17)",1802,
104185277,Testimony to the work of reformation in Britain and Ireland - L.C.2832(18),1806,
104185278,"Godly man's ark, or, City of refuge in time of trouble - L.C.2832(19)",1806,
104185279,Jerusalem's captivities lamented - L.C.2832(2),1772,
104185280,Saint's duty in evil times - L.C.2832(20),1806,
104185281,"Cry from the dead, or, The ghost of Mr James Guthrie appearing - L.C.2832(21)",1807,
104185282,Christ's napkin - L.C.2832(22),1807,
104185283,"Comer's conflict, or, The beginner's battle with the devil, when essaying to come to Christ by faith - L.C.2832(23)",1807,
104185284,"Full and true account of the birth, life, and death of Judas Iscariot - L.C.2832(3)",1774,
104185285,"Full and true account of the birth, life and death, of Judas Iscariot - L.C.2832(4)",1776,
104185286,Faith's plea upon God's covenant - L.C.2832(5),1777,
104185287,"Dissertation on the first day of the week, and the last of the world; or, A beautiful descant on the Day of Judgment [sic] - L.C.2832.(11)",1786,
104185288,Cry to the whole earth - L.C.2832.(12),1794,
104185289,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2832.(13)",1795,
104185290,Last sermon of the Reverend James Hervey - L.C.2832.(14),1795,
104185291,"Wedding-ring, fit for the finger, or, The salve of divinity on the sore of humanity - L.C.2832.(15)",1799,
104185292,"Glimpse of glory, or, a Gospel discovery of Emmanuel's land - L.C.2832.(6)",1777,
104185293,"History of Mahomet, that grand impostor - L.C.2832.(7)",1783,
104185294,Door of salvation opened - L.C.2832.(8),1785,
104185295,"Crhist [sic] on the cross suffering for sinners, or, The sinners redemption, sanctification and exaltation by the death and bitter passion of our Lord and Saviour Jesus Christ - L.C.2832.(9)",1786,
104185296,Strange and wonderful predictions of Mr. Christopher Love - L.C.2833(1),1777,
104185297,Comical sayings of Pady from Cork - L.C.2833(10),1794,
104185298,Wife of Beith - L.C.2833(11),1795,
104185299,History of the king and the cobler - L.C.2833(12),1798,
104185300,"Surprizing adventures, of Jack Oakum, & Tom Splicewell - L.C.2833(13)",1798,
104185301,Conquest of France - L.C.2833(14),1798,
104185302,"Vice punished, and virtue rewarded - L.C.2833(15)",1798,
104185303,Account of a most surprizing savage girl - L.C.2833(16),1798,
104185304,History of Fortunatus - L.C.2833(17),1799,
104185305,History of the destruction of Troy - L.C.2833(18),1799,
104185306,"History of Nicolas Pedrosa, and his escape from the Inquisition in Madrid - L.C.2833(19)",1799,
104185307,Wonderful and most astonishing account of Alexander Libanus - L.C.2833(2),1789,
104185309,"History of the four kings of Canterbury, Colchester, Cornwall, & Cumberland - L.C.2833(20)",1799,
104185310,"Life, strange voyages, and uncommon adventures of Ambrose Gwinett - L.C.2833(21)",1800,
104185311,"History of the Emperor Manalay, and his virtuous wife - L.C.2833(22)",1800,
104185312,Account of several remarkable earthquakes which have happened in various quarters of the world - L.C.2833(23),1800,
104185313,"Mad pranks of Tom Tram, son-in-law to Mother Winter - L.C.2833(24)",1802,
104185314,"Ancient and modern history of Buck-haven, in Fife-shire - L.C.2833(25)",1806,
104185315,"Dorastus and Fawnia, or, The life and adventures of a German princess - L.C.2833(26)",1807,
104185316,"Whetstone for dull wits, or, A new collection of riddles for the entertainment of youth - L.C.2833(27)",1809,
104185317,"History of John Gregg, and his family, of robbers and murderers - L.C.2833(3)",1789,
104185318,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2833(4)",1789,
104185319,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2833(5)",1789,
104185320,Grand solemnity of the taylor's funeral - L.C.2833(6),1789,
104185321,History and comical transactions of Lothian Tom - L.C.2833(7),1790,
104185322,Merry tales of the wise men of Gotham - L.C.2833(8),1790,
104185323,Renowned history of the seven champions of Christendom - L.C.2833(9),1794,
104185324,Four excellent new songs - L.C.2834(1),1780,
104185325,"Soldier's return, with his kind reception - L.C.2834(10)",1802,
104185326,"Contented wife, with the husband's answer - L.C.2834(11)",1802,
104185327,Bonny Scot - L.C.2834(12),1802,
104185328,Irish wedding - L.C.2834(13),1802,
104185329,Merchant's son and the beggar wench - L.C.2834(14),1802,
104185330,British volunteers - L.C.2834(15),1803,
104185331,"London 'prentice; 0r, The wanton mistress - L.C.2834(16)",1803,
104185332,Golden days of good Queen Bess - L.C.2834(17),1803,
104185333,"Old man outwitted, or, The fortunate lovers - L.C.2834(18)",1804,
104185334,"Age and life of man, or, A short description of the nature, rise, and fall, according to the twelve months of the year - L.C.2834(19)",1805,
104185335,Three excellent new songs - L.C.2834(2),1783,
104185336,Beds of roses - L.C.2834(20),1805,
104185337,Sailor's return - L.C.2834(21),1806,
104185338,John Highlandman's remarks on the city of Glasgow - L.C.2834(22),1807,
104185339,World's a stage on which each man acts his part - L.C.2834(23),1808,
104185340,"Northern ditty, or, The citizen outwitted by a country damsel - L.C.2834(24)",1808,
104185341,"Buxom dame of Reading, or, The cuckold's cap - L.C.2834(25)",1809,
104185342,New song of old sayings - L.C.2834(26),1809,
104185343,"Hodge of the mill, or, An old woman clothed in grey - L.C.2834(27)",1809,
104185344,"Married man's lament, or, Fairly shot of her - L.C.2834(3)",1780,
104185345,Five excellent new songs - L.C.2834(4),1780,
104185346,Three excellent new songs - L.C.2834(5),1780,
104185347,Four excellent new songs - L.C.2834(6),1780,
104185348,Three excellent new songs - L.C.2834(7),1780,
104185349,Five excellent new songs - L.C.2834(8),1780,
104185350,Jeany Diver - L.C.2834(9),1799,
104185351,Old Scots song - L.C.2835(1),1799,
104185352,Rambling boy with The answer - L.C.2835(10),1799,
104185353,"Three herring in sa't, with The answer - L.C.2835(11)",1799,
104185354,"Constant lover's happy meeting, or, The faithful soldier's return - L.C.2835(12)",1799,
104185355,Wat'ry god - L.C.2835(13),1799,
104185356,Dandy---o - L.C.2835(14),1799,
104185357,Innocent maid in Bedlam - L.C.2835(15),1799,
104185358,Factor's garland - L.C.2835(16),1799,
104185359,Disappointed sailor - L.C.2835(17),1799,
104185360,Jolly miller - L.C.2835(18),1799,
104185361,"Slighted father, or, the unnatural son justly reclaim'd - L.C.2835(19)",1799,
104185362,"Sailor's epitaph, or, Tom Bowling under the hatches - L.C.2835(2)",1800,
104185363,Shepherd's daughter - L.C.2835(20),1799,
104185364,"Tar metamorphosed, or, The esquire tricked - L.C.2835(21)",1799,
104185365,"Wandering shepherdess, or, the betrayed damsel - L.C.2835(22)",1799,
104185366,"Blythsome bridal, or, the lass wi' the gowden hair - L.C.2835(23)",1799,
104185367,Maid milking her cow - L.C.2835(24),1800,
104185368,Light dragoon - L.C.2835(25),1800,
104185369,"Virgin's choice, or, Youth preferred to old age - L.C.2835(26)",1800,
104185370,Life and death of fair Rosamond - L.C.2835(27),1800,
104185371,Roy's wife of Aldivalloch - L.C.2835(28),1800,
104185372,Snug bit of land in the ocean - L.C.2835(29),1800,
104185373,"Drowned mariner, or, The lowlands of Holland hath twin'd my love & me - L.C.2835(3)",1800,
104185374,"Valiant trooper, or, Pretty Peggy's humble petition for marriage - L.C.2835(30)",1802,
104185375,"Irish Dragoons, or, Pretty Peggy of Derby o - L.C.2835(31)",1801,
104185376,Tempest - L.C.2835(32),1802,
104185377,Vanity of pride - L.C.2835(33),1802,
104185378,"Fair Margaret of Craignargat, or, The indulgent mother and disobedient daughter - L.C.2835(34)",1802,
104185379,Kail brose of auld Scotland - L.C.2835(35),1802,
104185380,"Unhappy lover, or, Ruined virgin - L.C.2835(4)",1800,
104185381,Girl I left behind me - L.C.2835(5),1800,
104185382,British grenadiers - L.C.2835(6),1800,
104185383,Lass of Ocram - L.C.2835(7),1799,
104185384,Constant swain - L.C.2835(8),1799,
104185385,"Oxfordshire tragedy, or, The virgin's advice - L.C.2835(9)",1799,
104185386,Young squire's frolic - L.C.2836(1),1802,
104185387,Luckie plou'-boy - L.C.2836(10),1802,
104185388,Shady grove - L.C.2836(11),1802,
104185389,"Kentshire tragedy, or, The constant lovers overthrow - L.C.2836(12)",1802,
104185390,Injured fair - L.C.2836(13),1802,
104185391,Beauties of Glasgow - L.C.2836(14),1802,
104185392,"Crafty miller, or, The mistaken batchelor - L.C.2836(15)",1802,
104185393,"Gosport tragedy, or, The perjured ship carpenter - L.C.2836(16)",1801,
104185394,"Unfortunate fair, or, The sad disaster - L.C.2836(17)",1801,
104185395,Shepherd's lament for the loss of his sweetheart - L.C.2836(18),1802,
104185396,Irish widow - L.C.2836(19),1802,
104185397,"Happy stranger, or, The fortunate meeting - L.C.2836(2)",1802,
104185398,New way of woo'd & marry'd & a' - L.C.2836(20),1802,
104185399,Forlorne damsel - L.C.2836(21),1802,
104185400,"Sailor's tragedy, or, False oaths punished - L.C.2836(22)",1802,
104185401,Dame of honour - L.C.2836(23),1802,
104185402,Duke of Hamilton and Lord Mohun's fight - L.C.2836(24),1802,
104185403,Dragoon and Peggy - L.C.2836(25),1802,
104185404,Watchman - L.C.2836(26),1802,
104185405,"Handsome cobler, or, The father outwitted - L.C.2836(27)",1802,
104185406,"Hodge of the mill, or, An old woman clothed in grey - L.C.2836(28)",1802,
104185407,"Humours of Gravel-Lane, or, The cobler's daughter's wedding - L.C.2836(29)",1802,
104185408,"Belfast shoemaker, or, Bold Irvine and Jane Wilson - L.C.2836(3)",1802,
104185409,"Haughs of Crumdel, a memorable battle fought by the great Montrose and the clans against Oliver Cromwell - L.C.2836(30)",1802,
104185410,"Cruel father, or, The loyal lover's downfal - L.C.2836(31)",1802,
104185411,"Blythsome bridal, or, The lass wi' the gouden hair - L.C.2836(4)",1802,
104185412,"False friend, or, A worthy master betray'd - L.C.2836(5)",1802,
104185413,"Bonaparte, or, The threaten'd invasion - L.C.2836(6)",1803,
104185414,"Roger of Coverly, or, Monsieur come if ye dare - L.C.2836(7)",1803,
104185415,Recruit's farewell to his wife and three children - L.C.2836(8),1803,
104185416,Bonny highland lad - L.C.2836(9),1802,
104185417,Snug little island - L.C.2837(1),1802,
104185418,Days o' langsyne - L.C.2837(10),1802,
104185419,Maiden's choice - L.C.2837(11),1802,
104185420,Sailor's misfortune and happy marriage - L.C.2837(12),1802,
104185421,Frigate well mann'd - L.C.2837(13),1802,
104185422,Unhappy couple - L.C.2837(14),1802,
104185423,British grenadiers - L.C.2837(15),1802,
104185424,"Sailor's wife's policy, or, The knowing barber taken in - L.C.2838(12)",1802,
104185425,"Sweet barley mow, or, Ragged and true - L.C.2838(13)",1802,
104185426,Folly and fashion of the present time - L.C.2838(14),1802,
104185427,"Hen-peck'd husband, or, Easy John - L.C.2838(15)",1802,
104185428,Broom of Cowden-knows - L.C.2838(16),1802,
104185429,"Blackamoor in the wood, or, A lamentable ballad on a tragical end of a gallant lord and virtuous lady - L.C.2838(17)",1802,
104185430,"Weather-beaten sodger, or, the Burgo-Master of Venice - L.C.2838(18)",1802,
104185431,"Patie's wedding, or, All parties pleased - L.C.2838(19)",1802,
104185432,John Highlandman's remarks on the City of Glasgow - L.C.2838(2),1802,
104185433,Humble beggar - L.C.2838(20),1802,
104185434,Fire-side companions - L.C.2838(21),1802,
104185435,"Rocking of the cradle, or, Hushy-ba baby - L.C.2838(22)",1802,
104185436,"Auld goodman, or, The goodwife victorious - L.C.2838(23)",1802,
104185437,Keys of love - L.C.2838(24),1802,
104185438,"Pride of poor Britain or, The folly of man - L.C.2838(25)",1802,
104185439,"Scene changed, or, Betty's ta'en the gee - L.C.2838(26)",1802,
104185440,Conquest of France by King Henry Vth - L.C.2838(27),1802,
104185441,"Fair maid in bedlam, or, The deceitful Irish boy - L.C.2838(28)",1803,
104185442,"Battle of Rosline fought on the plains of Rosline, 1303 - L.C.2838(29)",1803,
104185443,Whistling daughter - L.C.2838(3),1802,
104185444,"Dunghil-cock, or, Turnpin's valiant exploits - L.C.2838(30)",1803,
104185445,Lamp-lighter - L.C.2838(31),1803,
104185446,"Hawking wench, or, Gowf my logie - L.C.2838(32)",1803,
104185447,"Recruiting officer, or, Over the hills & far away - L.C.2838(4)",1802,
104185448,Shepherd's daughter - L.C.2838(5),1802,
104185449,"Bess the gawkie, or, Jamie slighted - L.C.2838(6)",1802,
104185450,Siege of Bellisle - L.C.2838(7),1802,
104185451,"Spendthrift clapt into limbo, or, the rake reclaim'd - L.C.2838(8)",1801,
104185452,"London astrologer, or, A young girl put to the blush - L.C.2838(9)",1802,
104185453,Abstract of the bloody massacre in Ireland - L.C.2839(1),1800,
104185454,Thoughts on a French invasion - L.C.2839(2),1801,
104185455,"Jerusalem's captivities lamented, or, A plain description of Jerusalem from Joshua's time to the year 1517, both from Scripture and ancient history - L.C.2839(3)",1801,
104185456,"Cross of Christ, the Christian's glory - L.C.2839(4)",1802,
104185457,Great importance of a suitable preparation for death - L.C.2839(5),1805,
104185458,"Whole prophecies of Scotland, England, Ireland, France & Denmark - L.C.2839(6)",1806,
104185459,"Life and prophecies of that faithful minister of God's word, Mr. Donald Cargill - L.C.2839(7)",1806,
104185460,French convert - L.C.2839(8),1808,
104185461,History of Valentine and Orson - L.C.2839(9),1809,
104185462,"Some ejaculations and dying words of the late Reverend Mr. John Willison, Minister of the Gospel at Dundee - L.C.2840(1)",1787,
104185463,"Scots piper's queries, or, John Falkirk's cariches - L.C.2840(10)",1804,
104185464,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2840(11)",1805,
104185465,History of Valentine and Orson - L.C.2840(12),1806,
104185466,Christ's kirk on the green - L.C.2840(13),1806,
104185467,New school of love - L.C.2840(14),1806,
104185468,Memoirs of the life and gallant services of Admiral Lord Nelson - L.C.2840(15),1806,
104185469,Renowned history of the seven champions of Christendom - L.C.2840(16),1808,
104185470,"Life and adventures of Sir William Wallace, General and Governor of Scotland - L.C.2840(17)",1808,
104185471,Life and surprising adventures of Frederick Baron Trenck - L.C.2840(18),1809,
104185472,History of the wicked life and horrid death of Dr. John Faustus - L.C.2840(2),1790,
104185473,"Explication of, the prophecies of Thomas Rymer - L.C.2840(3)",1790,
104185474,"First and second part of the new proverbs on the pride of women, or, The vanity of this world displayed - L.C.2840(4)",1792,
